User,Followers,nFs,All_Followers,nF
pernambucano,"arthuralvim,leoamf",2,"arthuralvim,dalmago,adslima,fagnerlima,brunabaudel,naylapaixao,tdex,leoamf,AndreAlbuquerque9,adailsoncastro",10
pricardoti,"Eviomarcio,davilmaster",2,"george,marcone,diogenesti,davilmaster,andpax,Eviomarcio",5
Daanielvb,"r4ddek,licensed",2,"gusshmelo,r4ddek,suzanasaraiva,dennys,bd,licensed",5
GabrielGouv,"jpedroh,aacgn",2,"aacgn,jpedroh",2
luanbrito7,"lucasbarross,rafaelmotaalves",2,"rafaelmotaalves,gabrielpessoa1,Lucas,CardosoO,lucasbarross,edenalsant",5
aquelefelipe,"vanessa,amandasavluchinske",2,"vanessa,amandasavluchinske",2
zimmerle,"henriquemenezes,lipse",2,"lipse,davidste,maxious,syoichi,inliniac,skepticfx,craiglawson,cidoca,robertomb,omarkurt,trietptm,hsinvr,zhengjunlee,r00tb0x,ton31337,jpereira,dladuke,semblano,LanShi,ngocthach,tovbinm,luisgabriel,pcsafe,rodolfovillordo,visaksasi,taibd,lifeforms,marciorf,manishmalik,maxlabelle,akoul,whitehat,zero,gunjan1111,pythonlearner7,iojymbo,igoroppo6,henriquemenezes,zch9081,diegomatos,AnwarMohamed,mdnt2mdnt,neep3r,auraltension,ByForMe,fahad676,X01VVD01X,MichalPaszkiewicz,jamesejr,tahirramzan,gctse,bryanmurphy,robski888,Aaronmaiden666,WillemJan,jpm7,invahua,emphazer,netmanzim,m0nad,andrewiiird,wonderkun,cechu66,SafeAF,VonNaturAustreVe,unbaiat,vandalvnl,blackghostt,justinbui,pardeep,tm,LoadLow,joaovarelas,SupaHiro,yad50968,Menahem1,Krypt05,techsd,sonofapharmacist,victorhora,AirisX,Sword2G,xmpf,mauricionr,master,0098,shmooz,AlexxNica,florian,eichelberger,CerebralMischief,ducphanduyagentp,decal,missingsnowman,itbuiductai,jcldf,hahadaxia,Bisonenam,Mr,India4n6,sethinsd,Alex,Kw,akinhwan,hongyunnchen,slabber,insightglacier,mateeuslinno,rootvision,PeledEldan,randysoriani,wilsonleeee,nightwing126,geraldo,netto,stevezoom,nfultz,tyekrgk,rayenmessaoudi,csanders,git,Caesar73,humbertoc,silva,gramidt,muimota,wandoelmo,AreYouQQ,xSploited",120
andresmachado,"chocoelho,isaacdias",2,"brunocasanova,aristotelesbr2014,wingsdesign,adrianorighi,andreztz,danilovbarbosa,hiagohubert,Rithie,asfelix,fandrefh,rafael,henrique,oliveira,neifreitas,mschleder,dunossauro,ntlucas,monicassilva,amaurycatelan,bratomes,SchuartzRussi,leonardoFiedler,renatoconstanciofilho,gilsondev,Lucasfeelix,caiofs,AlyoshaS,caiocss,diegosorrilha,chocoelho,AlexGalhardo,n1lux,kenju254,welbenCOSTA,lsantosdemoura,ohrlando,isaacdias",35
linhaplana,"diogobrsantos,pedroboudoux",2,"diogobrsantos,pedroboudoux,ahmetabdi,ovflowd,RenatoFranca",5
ntocampos,"victorcarrico,acmh",2,"victorcarrico,wsacin,RebecaAlencar,RayanaAlencar,acmh",5
guilhermebrandao,"rennanmoura1990,tonnyvx",2,"rennanmoura1990,tonnyvx,maelygitay,marcus817,FernandoVeras,laisvidoto1994",6
tecavasconcelos,"leticiamachado,corallocatelli",2,"corallocatelli,Letisouza,leticiamachado,daliannyvieira",4
ramonsantos,"eltonrufino,sjcostaneto",2,"Ramon,Santos,lucasbvilela,arnaldosales,jefferson,lima,alinedaniele,wagnerdelima,lucianoserafim,flpdias14,glebzo,mm580486,marxms,sjcostaneto,TroniPM,fagnerlima,netoFontenele,adslima,joaoantoniocn,belleaf,ddefb,eltonrufino,Anekenonso,anfb,mstraughan86,dplewis,akinhwan,hirokimoto,Miauyo,JohnnysMartins",28
pabloreis,"leonardopaiva,jorgemarc",2,"leonardopaiva,jorgemarc,diiegocavalcanti",3
mauriciomanoel,"simoneas02,giuliosa",2,"matheusfaustino94,giuliosa,joliejoker,lynnekerpe,vinisvieira,hellraizen,Danilojunior,Adrianapppsss,joaopauloviegas1995,guimandu,andersonok,cacafilho2100,Luluciano,VictorRibeiro95,acbs,rodrigoNogueira1,joaopauloviegas,rildomatheus,simoneas02,iurimattos,JosimarValentim,mayos25,suelytohm,adsonb87,veridianaMelo,LeoRodrigues94,veronicaglima,PauloBrito,dylemos",29
diogoffmelo,"vitordeatorreao,DwarfThief",2,"vitordeatorreao,iuryxavier,DwarfThief,JesuisOriginal,joseilberto,pauloromeira",6
dmente03,"mayrarabelo,viniciusgalvao",2,"viniciusgalvao,edu,bot,mayrarabelo,Bunlong,mguilhermetavares,rtakauti",6
abhnerAraujo,"paulorec,ianfireman",2,"ianfireman,dmop,paulorec,marciojr,italobarboza",5
victoracioli,"filipeximenes,fjsj",2,"brunocoelho,filipeximenes,laisvarejao,elife,fjsj,angusshire",5
wallacethierre,"frankjuniorr,FranciscoMarinho",2,"FranciscoMarinho,angusshire,andremion,frankjuniorr,mirshahbazi",5
guuhh,"WandersonAlves,FernandoRLCruz",2,"WandersonAlves,FernandoRLCruz",2
carlosvictor,"tuliohmendes,izaiasavila",2,"tuliohmendes,agogear,izaiasavila,rodrigonunesc,juliotobias,lucaspitang",6
cinguilherme,"marcelcaraciolo,nielsonsantana",2,"marcelcaraciolo,diegosiqueir4,nielsonsantana,fabioqcorreia,jfranciscos4",5
ivanAndrade,"luiztiago,deyvisonrocha",2,"fernandosouza,deyvisonrocha,eduardomelo,luiztiago,luizbatista",5
kessiacastro,"simoneas02,daicorrea",2,"marioidival,igorsamado,samueldoliveira,evangilo,kalmik,saadzour,rameshbabubandaru,leonascimento,diasbruno,I,am,Gabi,imran713,kabeer045,yuriscosta,davidallysson,gustavoguerino,HugoSoaresFontes,sinevocare,Thiagodemas,rebecamaia,felipemfp,chicobentojr,yvescabral,mdcg,ozifrankly,dallington,gmmik3,Mazuh,DayanneMorato,simoneas02,Lucasffz,srgesio,daicorrea,camilars,nilg0d,meandor",35
PauloSanches,"cassiolpaixao90,sfilhu",2,"sfilhu,roryyu,ahmetabdi,KevinHock,cassiolpaixao90",5
allandoamaral,"palaciowagner,palaciowagner",2,"viniciusnagura,palaciowagner",2
luizpaulogodoy,"tcostam,jmignac",2,"jmignac,brunoocasali,celso,wo,giorgiosaints,thnery,caiobarbosa,tcostam",7
nivan,"karlafalcao,abelb0rges",2,"gawbul,bulbgod,mcanthony,cusspvz,jiayouwyhit,mlage,RayanaAlencar,karlafalcao,hitonic,crislanio,abelb0rges,chicobentojr",12
tuliocpbs,"arthuralvim,matheuslins",2,"arthuralvim,pauloromeira,matheuslins",3
AlexandreDiegoS,"pedroqueiroz,assj",2,"tolribeiro,assj,pedroqueiroz",3
gillianomenezes,"andersonberg,joaopaulosama",2,"angusshire,shanmukh11,riyasmohamedmr,VagrantStory,andersonberg,Linux,Player,joaopaulosama,dalinhuang99,heliobentzen",9
valterh4ck3r,"alsmoreira,ThomasSousa96",2,"rhaissasantos,ThomasSousa96,Danilopsilva,llamarck,alsmoreira,VagnerNegreiros,FelipeNunes04,portellaa,caiofrota",9
lucasbarross,"rafaelmotaalves,luanbrito7",2,"rafaelmotaalves,ullayne02,gabrielpessoa1,Lucas,CardosoO,JosueFidelis,WildCLown,edenalsant,luanbrito7,RamonSaboya",9
assj,"rsarai,AlexandreDiegoS",2,"AlexandreDiegoS,rsarai,mariCampos",3
andersonberg,"filipeximenes,gillianomenezes",2,"filipeximenes,gillianomenezes,marcosa2015,dalinhuang99,DavisonBerg,montenegrodr,heliobentzen,odineiramone,umluizlima",9
AdeildoNeto,"valterh4ck3r,johnmaykbrito",2,"valterh4ck3r,VictorvaOliveira,johnmaykbrito",3
lpmfilho,"guiocavalcanti,mauriciomanoel",2,"guiocavalcanti,Shuanghua,llp,cbooy,Dreamer206602,shawnLLin,junshao1986,tiancaiCC,wjcspirit,494778200pepe,ruanjianbai,selfimprW,mauriciomanoel,dragonxking",14
williambeto,"mirjahal,julihermes",2,"mirjahal,cusspvz,ahmetabdi,VagrantStory,eihror,huanchicayd,mstraughan86,julihermes,EclipseMain",9
amandasavluchinske,"vanessa,alnp",2,"rvlb,19,alnp,ehammo,vanessa,reiarthur,matagus,dann95,adelmonsouza",8
SandroSena,"WandersonAlves,viniciuspolux",2,"WandersonAlves,viniciuspolux,gustavomarinho,kidchenko",4
sfilhu,"arthuralvim,victorpluna",2,"Ogilvy,Frontend,sergioramosfilho,arthuralvim,victorpluna,diiegocavalcanti,jgabriellima,luclucena,danthemango",8
oliveriojnn,"talitaoliveira,ktquez",2,"edu,bot,danguilherme,digitalbocca,davipereirape,leanfj,talitaoliveira,gabrielcarvalhogama,wilopes,ktquez,rubenmarcus,vtorves,marceloquinze,leonardomerlin,marknemesis,rafael,henrique,oliveira",15
filipeluiz,"cleydyr,fecalemos",2,"angusshire,cusspvz,gabrielpconceicao,mikegwhit,riyasmohamedmr,fecalemos,raisiqueira,cleydyr",8
wellington16,"leuthier,brunosan7os",2,"Miicchhel,gida17,brunosan7os,clodoalvesjr,MichalPaszkiewicz,flushedlucas,leuthier,ItzLevvie",8
andredm,"arthuralvim,guiocavalcanti",2,"guiocavalcanti,sergiofontes,arthuralvim,KevinHock",4
viniciusgalvao,"luiztiago,dmente03",2,"luiztiago,dimasik9081,raloliver,angusshire,dmente03,KevinHock,dalinhuang99,nelsonic",8
marcocarnut,"henriquemenezes,lipse",2,"m0nad,lipse,ahmaddoski145,henriquemenezes,sequoiar,rochax,fadamiao,marcialvieira",8
mabj,"daniellqueiroz,gpb",2,"jpaulolins,gpb,daniellqueiroz,brenocunha,spnow,rafaelcaricio,rochax,trietptm,henriquearcoverde,espreto,m0nad,angusshire,alexoslabs",13
prximenes,"igormp,AugustoQueiroz",2,"igormp,victorcn,AugustoQueiroz",3
viniciusmsfraga,"joaoluizdhv,joaoMonte",2,"joaoluizdhv,renanht,wsacin,joaoMonte",4
leonardooo,"simoneas02,thiagoarrais",2,"RaquelOliveira,PetersonGoncalves,thiagohcs,lucascapistrano,DouglasThyago,laisbeltrao,AlineSilveira,ricardoselva,uirandesouza,simoneas02,veridianaMelo,edu,bot,thiagoarrais",13
thaisabr,"pauloborba,JoaoGFarias",2,"JoaoGFarias,pauloborba,jonaslins,jeandersonbc",4
matheuslins,"victorfsf,arineto",2,"JonnatasCabral,lucasbr023,victorfsf,pauloromeira,iuryxavier,Rielson,Leandro,abmaelsantos,joseilberto,brunoresende1991,arineto",10
vandialves,"modcs,modcs",2,modcs,1
rbrazileiro,"frankjuniorr,giovanebribeiro",2,"automata,cristianofigo,valentimvictor,rodrigodecarvalho,jeraman,jarbasjacome,rafaelpiresm,giovanebribeiro,Gugui,frankjuniorr,thiagohersan,KevinHock",12
jfabiofl,"douglasrangel,diogobrsantos",2,"diogobrsantos,RenatoFranca,jrsiqueiramkt,douglasrangel",4
mulatinho,"andreldm,aeciojr",2,"richardsonlima,utzig,galaris,andreldm,IlutaV,hfpp2012,douggr,yzakius,KevinHock,dalinhuang99,lucasmendesorg,aeciojr",12
Matheus-Campos,"leuthier,MatheusSouza12",2,"fcxoliveira,MatheusSouza12,leuthier,Crissky",4
jonathantsilva,"deyvisonrocha,viniciusgalvao",2,"deyvisonrocha,viniciusgalvao,dalinhuang99",3
eduardosm7,"aacgn,gilesv",2,"gilesv,rfsj,aacgn,ardmn9",4
geocarvalho,"jamissonfreitas,wbgalvao",2,"MichalPaszkiewicz,jamissonfreitas,thiagolacerdadesouza,wbgalvao,lelimat,ItzLevvie,ameerkhoso47,cristianokiu,onJSnow,opengiineer,billion,atcg,raonyguimaraes,nelsonic",13
wbgalvao,"nielsonsantana,geocarvalho",2,"geocarvalho,nielsonsantana,AbdulrahmanMI",3
dennys-bd,"willfelix,petermademann",2,"tdex,djadrianodez,petermademann,diogenesmelo,nandexmetal,willfelix,RamonCarvalho02,BrunooMachadoo,KleberDarlan",9
fraposo,"luiztiago,deyvisonrocha",2,"luiztiago,deyvisonrocha,luizbatista",3
julihermes,"deyvisonrocha,renatoalvesdev",2,"henriquebastos,victorwestmann,rhchristian,wellvsilva,gleisonsoares,zdanilo1,deyvisonrocha,andersondanilo,Wanderson77,renatoalvesdev,angusshire,fishequality,hernandev",13
gabrielteodosio,"flpn,gustavomeloGH",2,"FellipePires,gustavomeloGH,MarceloKabbalah,Walber2903,jean,rar,cesarnascimento,flpn,Jonathannl2,Burnsedia,wesleyvicen,matheusTA,jurandircastro,italoraphael98",13
paulinhoerry,"guilhermefarias,grodrigues",2,"djtulioo,guilhermefarias,felladrin,grodrigues,rogodev,JoseCage,thiagoaymar,imandyie,deppbrazil",9
hpbl,"pcstl,horaciojcfilho",2,"eltonfs,rfl3,pcstl,guedesbgeorge,Valbrand,horaciojcfilho,juliadebelli,jeronimobs,iillx,mstraughan86,zirinisp,fc2,wentaoyan,isabellyfd,MVictorM",15
adilsonchacon,"thiagoarrais,lipse",2,"thiagoarrais,rochax,reginato,espreto,m0nad,lipse,ahmetabdi,angusshire,KevinHock,minsle",10
thiagoolsilva,"frankjuniorr,FranciscoMarinho",2,"Alexsandropdantas,fnipo,MikhailKotykhov,FranciscoMarinho,andremion,frankjuniorr,mirshahbazi,dalinhuang99,kalyanelordao,pranavlathigara,Bunlong",11
rlom,"renatoosousa,fms6",2,"fms6,cstiano,renatoosousa,Wfraank",4
fjmartins,"paulomenezes,gustavomeloGH",2,"fabioxd20,studiozeroseven,estefanegrese,paulomenezes,JrNascimento,pacefico,gustavomeloGH",7
iagoneresb,"diegoferreirati,belcsantiago",2,"JunioorMoonte,Onnion,jmontejr,belcsantiago,dmop,laisvidoto1994,diegoferreirati",7
magalhaesrebecca,"leticiamachado,tecavasconcelos",2,"tecavasconcelos,leticiamachado,daliannyvieira",3
daicorrea,"simoneas02,kessiacastro",2,"yagosrocha,mahmoudjameel,neeraj12121,dalinhuang99,kessiacastro,simoneas02,reinaldo26",7
AlexSoaresDeSiqueira,"victorpluna,leoamf",2,"victorpluna,angelovictor,skywalkerluc,douglas,queiroz,leoamf,lisansouza,fabiobonina,viniciuscoscia,marknemesis,EitlerPereira,HyagoMelo",11
davincif,"feliperfmarques,C0balto",2,"RonaldTheodoro,brenor2,rbrenor2,renatodeyvson,hfxc,feliperfmarques,C0balto,humbertowanderley",8
lucianowolf,"lipse,lauromoura",2,"lauromoura,luisgabriel,lipse,nickdiego,IconsEdged,ahmetabdi,thiagolacerda,sibelius",8
dgmneto,"peaonunes,macm3",2,"Trakton,peaonunes,ruybrito106,cb16,rcalegario,macm3,LeonardoGaldino,gabrielpessoa1",8
alvarocavalcanti,"roselmamendes,rasoliveira",2,"jweissman,mauriciovieira,paidamoyo,shyba,RatoX,roselmamendes,rasoliveira,tnaires,vtrbtf,MichalPaszkiewicz,vrcca,glauberramos,KevinHock,samukce,onstash,AdiChat",16
eduardo-melo,"antoniosj,rmd2",2,"gabrieljbl,isdot,alvarojoao,rmd2,antoniosj,luanamartins,lcassiol,cenaion,KOUISAmine,nfultz,Vermisse,OtacilioN,EclipseMain,santiagomarcos,urlGuney,indrajithbandara,rftHusn,opengiineer",18
foolOnTheHill,"horaciojcfilho,caionovaes",2,"nogn,fulano7,horaciojcfilho,brunocasanova,mikegwhit,angusshire,bhavyanshu,imraazrally,NatanCC,VagrantStory,caionovaes,heliofsjr18,mstraughan86,vkandola,EclipseMain,ping,link",16
joseronierison,"dayvsonlima,guuhh",2,"fraudlucas,vitornogueira,gpedro,angusshire,CesarOliveira,tvvocold,VagrantStory,JeorgeMatt,alvarengathomas,dayvsonlima,phinfonet,Linux,Player,guuhh,dalinhuang99,mstraughan86,vkandola",16
joelnetodev,"lubarinobr,JohnsonMauro",2,"JohnsonMauro,leeashley,EduardoLima806,lubarinobr,dmop,luizhenriquesoares,Luizgcsneto",7
wtmf,"paulorec,alexpessoajr",2,"paulorec,alexpessoajr,tachibanana",3
MauricioLimaJR,"diegonvs,itsmealves",2,"diegonvs,theeam,itsmealves,adoniasluna,vitoriapena,eunaka,latreta,marknemesis",8
Bonifacio2,"rasoliveira,johanngomes",2,"rimenes,yurimalheiros,fernandobrito,rasoliveira,RobertBornemann,jlucasps,Fluen,johanngomes",8
thypad,"henriquemenezes,dvro",2,"dvro,henriquemenezes,guilhermerama,luiz158",4
filipe-torres,medeirosrod,1,"rodrigomuniz,medeirosrod,vpozzebon",3
ericksantana,giovanebribeiro,1,"davidsonsantana,giovanebribeiro",2
Kassio-Ferreira,abelb0rges,1,"milkway,alinepinheiroifpe,abelb0rges",3
koodaa,flpn,1,"flpn,SrBiggs,joaohenriqu4",3
walterjardim,willfelix,1,"gusshmelo,willfelix,rrodriguesilva",3
kepa,hnka,1,"hnka,JCelia,KevinHock",3
brunofalc,atailton,1,"atailton,camilecampos",2
AleffSouza,renatohlf,1,"renatohlf,angusshire,di3goleite",3
eduardolsneto2,amandasavluchinske,1,"caroolpmelo,amandasavluchinske,pedrohenriquelima",3
julioamorim,84PC04,1,"Linux,Player,dalinhuang99,84PC04",3
larislav,lubarinobr,1,"lubarinobr,Lrd4ll",2
CaioMalaquias,paulofloliveira,1,"Bulwer,paulofloliveira",2
dcaragao,JoaoGFarias,1,"JoaoGFarias,FelipeCortez,teago19",3
jbjj,cauannelinhares,1,"cauannelinhares,ja1goncalves,lrlucena",3
ess2,mangueBit,1,"caroolpmelo,mangueBit",2
amavlopes,matheusFTC,1,"matheusFTC,DylanHarrisonGithub,rplaurindo",3
wagnerbit,alsmoreira,1,"alsmoreira,lucasdicavalcanti,klebson09",3
mfeitosa,roselmamendes,1,"pedromanoel,narcisobenigno,roselmamendes",3
diegocamara,mirjahal,1,"marciliojr,mirjahal",2
GutenbergCarlos,lubarinobr,1,"lubarinobr,iltonkp",2
BAMoreira,guilherme77,1,"dalinhuang99,guilherme77,ViniciusAraujoGR",3
sergio3010,marcelcaraciolo,1,"marcelcaraciolo,diegosiqueir4",2
flavioms7,wendeldesouza,1,"OscarRaphael17,wendeldesouza",2
gildoneto,WilliamRoger,1,"PNardelli,WilliamRoger,Gabrielksi",3
SilvaDecio,hnka,1,"ThyagoLacerda,hnka,glpsp",3
VanessaVieiraVV,gabrieldluca,1,"poesiabinaria,mateuschaves,gabrieldluca",3
manunejaim,karlafalcao,1,"justinharringa,MichalPaszkiewicz,karlafalcao",3
feliciosan,jonathanslima,1,"jonathanslima,mstraughan86,marknemesis",3
andrebuarque,cleniomendes,1,"cleniomendes,charles,alves",2
antonioaurel,MrRickSan,1,"mushi720,Daniloddp,MrRickSan",3
atailton,matheusqfs,1,"MatheusBonadio,matheusqfs,camilecampos",3
carloseachaves,rcbop,1,"violivei,mizaelmfs,rcbop",3
denissonsantos,ivanAndrade,1,"ivanAndrade,fernandosouza,eduardomelo",3
madytorres,luiztiago,1,"luiztiago,adamhenriksson,francinesju",3
sabrinandrade,paulorec,1,"paulorec,theus,jotafeldmann",3
jessica-rmo,esdrascavalcs,1,"llaryssa,igormatos,esdrascavalcs",3
alicexmelo,simoneas02,1,"simoneas02,edu,bot,githubgirls",3
romagueralima,ubmit,1,"samuelpordeus,SecuScorp,ubmit",3
manoelamorimneto,interaminense,1,"thiagoh,interaminense,nathalyas",3
MaryCaroline,iagobelo,1,"iagobelo,jgcmarins,ylgnerbecton",3
wesleygcs,jvog,1,"wyllamis,eduardo13,jvog",3
claudvanbarret,rodolfoestevam,1,"thiago,tallison,rodolfoestevam,CarlosRamon",3
jean-rar,gabrielteodosio,1,"cesarnascimento,gabrielteodosio,MarceloKabbalah",3
rodrigoal,caiobsouza,1,"gustavohdv,andersoncleyton,caiobsouza",3
rafaelllins,lipse,1,"lipse,brunabaudel,MichalPaszkiewicz",3
mayarajuvencio,Rafaziz,1,"Brunaicastro,Rafaziz,rafachriste",3
filipecmedeiros,gustavolopess,1,"gustavolopess,va94,catojo",3
italolemos,r4ddek,1,"r4ddek,elntele,camilecampos",3
felipebelucena,frankjuniorr,1,"pauloromeira,frankjuniorr,adbrum",3
jhdavino,izaiasavila,1,"murilopontes,izaiasavila,Bunlong",3
levisaturnino,ramonsantos,1,"desenvolvedorindie,iohansoncassiano,ramonsantos",3
agcloud,paulinhoerry,1,"djtulioo,ppeixoto,paulinhoerry",3
gdanzi,vitordeatorreao,1,"rcamera,vitordeatorreao",2
tiagofsilva,lbrito1,1,"laisvarejao,elife,sergiofontes,lbrito1",3
PedroRafaelDinizMarinho,lgallindo,1,"lgallindo,giithub",2
joaosantana,marcelcaraciolo,1,"marcelcaraciolo,Unitech,guilherme,simoes,do,nascimento",3
lericardolima,douglascas,1,douglascas,1
maysaborges,talitaoliveira,1,"talitaoliveira,edmolima",2
douglascas,lericardolima,1,lericardolima,1
wilberto-blaze,tcostam,1,tcostam,1
juniorbrasil,klebercode,1,klebercode,1
batebit,gtgsantos,1,gtgsantos,1
lauriavictor7,Vitor0liveira,1,Vitor0liveira,1
jalexc,favasconcelos,1,favasconcelos,1
flavindias,rafaelgsm,1,rafaelgsm,1
eduardascharnhorst,hnka,1,hnka,1
deyvisonrochaidealizza,douglasrangel,1,douglasrangel,1
claudiopacheco,gabrieldluca,1,gabrieldluca,1
staylward,brunovpl,1,brunovpl,1
aht360,ovictoraurelio,1,ovictoraurelio,1
petrusaugusto,atailton,1,atailton,1
guilhermegomes01,douglasrangel,1,douglasrangel,1
FernandaLandim,henvic,1,henvic,1
fdsadat,omailson,1,omailson,1
feliperod,arthuralvim,1,arthuralvim,1
cleniomendes,andrebuarque,1,andrebuarque,1
sccrn,hnka,1,hnka,1
andreleitao,karlafalcao,1,karlafalcao,1
vitorbc,mmfsf,1,"laralagioia,mmfsf,AngeloDias",3
rfccg,peaonunes,1,peaonunes,1
hugonmelo,diogoan,1,diogoan,1
iatj,krixapolinario,1,krixapolinario,1
rodrigomuribec,embs,1,embs,1
hugosteixeira,leuthier,1,leuthier,1
dolalima,fchicout,1,fchicout,1
ebl4,horaciojcfilho,1,horaciojcfilho,1
rfapo,andreximenes,1,andreximenes,1
RobsonPereira13,rennanmoura1990,1,rennanmoura1990,1
klaytoncavalcante,joaopaulosama,1,"joaopaulosama,fructuoso",2
petinformatica,macm3,1,macm3,1
ericlrf,LucasLJorge,1,LucasLJorge,1
JNMarcos,daniellyqueiroz,1,daniellyqueiroz,1
axontec,brunnogomes,1,brunnogomes,1
mafrnds,talitaoliveira,1,talitaoliveira,1
mgrb,Gustavomagalhaes,1,Gustavomagalhaes,1
svaf2,VanessaVieiraVV,1,VanessaVieiraVV,1
tecnologiane10,jandui,1,jandui,1
renatoalvesdev,julihermes,1,julihermes,1
reueljonathan,horaciojcfilho,1,horaciojcfilho,1
alejoceballos,leimig,1,leimig,1
danielAtOgilvy,sfilhu,1,sfilhu,1
jeffrs,rsaRodrigoSales,1,rsaRodrigoSales,1
joycelima,arthuralvim,1,arthuralvim,1
viniciusmantero,WandersonAlves,1,WandersonAlves,1
emesonsantana,tcostam,1,tcostam,1
aldeniolima,daniellqueiroz,1,daniellqueiroz,1
jpfreire,rafaelborja,1,rafaelborja,1
slunart,giovanebribeiro,1,giovanebribeiro,1
hforesti,medeirosrod,1,medeirosrod,1
ericmilfont,guinetik,1,guinetik,1
LucasNevesV,UmbertoB,1,UmbertoB,1
BonnerAthos,joaopaulosama,1,joaopaulosama,1
Renartes,lucasbiagini,1,lucasbiagini,1
acmd,joaoluizdhv,1,joaoluizdhv,1
joelbarbosamoraes,feliperfmarques,1,feliperfmarques,1
wsantanapitang,beugenio,1,beugenio,1
rubens73,luizlago,1,luizlago,1
adozrocha,guiocavalcanti,1,guiocavalcanti,1
JamessonCheron,Uirado,1,Uirado,1
wsena,alsmoreira,1,alsmoreira,1
diogoan,embs,1,embs,1
diogocaetano,dcaragao,1,"dcaragao,teago19",2
tulliusvinicius,soikmd2,1,"nicolastrres,soikmd2",2
draraujoo,yelken,1,"yelken,williandalarosa",2
FilipelIOn,leuthier,1,"leuthier,rafaelporfirio",2
VictorMouraz,albjoaov,1,"andreoni97,albjoaov",2
felipemarques8,arthurmichel,1,"dcymaia,arthurmichel",2
andrefilipesz,antoniosj,1,"guilhermaco,antoniosj",2
thiagogalvao,caiosm1005,1,"caiosm1005,madeinnordeste",2
Andre-dam,renatoosousa,1,"renatoosousa,casc2",2
vbsilva,Juniorlimaivd,1,"cstiano,Juniorlimaivd",2
esdrascavalcs,ThaisaMirely,1,"ThaisaMirely,edu,bot",2
betegelse,davidrft,1,"kgashok,davidrft",2
dayvisons,esdrascavalcs,1,"esdrascavalcs,OtacFerreiro",2
roMendes,roselmamendes,1,"roselmamendes,jorgemirandaa",2
pnasc,ovictoraurelio,1,"TianJiaDaShao,ovictoraurelio",2
manoelfneto,MatheusSouza12,1,"MatheusSouza12,felipeescorel",2
andredidier,alsmoreira,1,"alsmoreira,muhlucas",2
AleffHenrique,horaciojcfilho,1,"horaciojcfilho,mstraughan86",2
felipebagetti,horaciojcfilho,1,"horaciojcfilho,mstraughan86",2
borgiani,santojon,1,"thiagoh,santojon",2
fabiolindemberg,tiagocalisto,1,"tiagocalisto,marknemesis",2
sunr00t,iagoneresb,1,"filipedesousab,iagoneresb",2
felipeisidorio,WandersonAlves,1,"WandersonAlves,marknemesis",2
modcs,vandialves,1,"vandialves,danilomo",2
modcs,vandialves,1,"vandialves,danilomo",2
anderssonmelo,aricardoreis,1,"aricardoreis,saleslessa",2
LucasFranciscoCorreia,lucasrbk,1,"henriquefps,lucasrbk",2
yeltsinseal,talitaoliveira,1,"di3goleite,talitaoliveira",2
pedrojsn96,Augusto94,1,"chnmel0,Augusto94",2
lmyboy,iagobelo,1,"iagobelo,rzastavny",2
diegotsouza83,iagobelo,1,iagobelo,1
keywilliams,AbrantesMar,1,AbrantesMar,1
UmbertoB,LucasNevesV,1,LucasNevesV,1
matheusqfs,atailton,1,atailton,1
RodrigoRodrigues7,luhanlacerda,1,luhanlacerda,1
wlcosta,mayrarabelo,1,mayrarabelo,1
ricardovasc,fernandofragoso,1,fernandofragoso,1
EduardoFreit,jctvEC,1,jctvEC,1
igoleo,omailson,1,omailson,1
JPMagalhaes,rodrigoperazzo,1,rodrigoperazzo,1
andalvalmeida,lucasbiagini,1,lucasbiagini,1
gan640,t0rr3sp3dr0,1,t0rr3sp3dr0,1
itamarsilva,esdrascavalcs,1,esdrascavalcs,1
Gabisampaio,leopoldomt,1,"leopoldomt,KevinHock",2
matheusmmx,guiocavalcanti,1,"nadhine,guiocavalcanti",2
84PC04,julioamorim,1,"julioamorim,tarcisiocipriano",2
belcsantiago,iagoneresb,1,"iagoneresb,jmontejr",2
marcomachado,leonardoaraujo85,1,"paulofernando,leonardoaraujo85",2
joaoluizdhv,acmd,1,"renanht,acmd",2
EduardoAmaral,joaopaulosama,1,"tiagolimaifpe,joaopaulosama",2
gugacarvalho,victoraldabalde,1,"gtlima,victoraldabalde",2
monteiro-luiz,t0rr3sp3dr0,1,"t0rr3sp3dr0,willeeer",2
albjoaov,VictorMouraz,1,"andreoni97,VictorMouraz",2
